,Real Delivery Time (hr),Material Requested (kg),Material Arrived (kg),Material Cost (baht)
2023-03-08,9.27377423524967,1685.4455867762529,1601.922589679497,5113.867438366866
2023-03-09,6.772238908726553,1529.9282493592343,1533.3081960619083,4985.875922965982
2023-03-10,4.670545327841121,1419.9284583829754,1512.9596808380966,5247.556346467414
2023-03-11,4.084836577625663,1418.4516224315462,1508.9801030042381,4911.7315879439775
2023-03-12,7.386927891988258,1656.040355045674,1491.8974474167264,5037.126338307277
2023-03-13,7.328175139654271,1730.8304525142726,1571.8313601313462,5055.3954461203475
2023-03-14,5.970779093782621,1610.6061966092827,1721.5653670332003,4980.027030471511
2023-03-15,7.6018568501391215,1574.7970470264856,1570.2531473306124,5077.915455077503
2023-03-16,4.745968713040827,1558.0972088319927,1467.418444120256,4932.595889168067
2023-03-17,2.611001528603646,1449.7507198992128,1306.885025347353,4701.957309771639
2023-03-18,2.9578443179229774,1414.69764441656,1449.9500923932817,4996.562776798778
2023-03-19,4.684914121027161,1598.045078882919,1548.2872710878075,4556.264186919157
2023-03-20,7.883259261721056,1557.9029522759329,1563.5481866517282,4788.303387474907
2023-03-21,7.056224011872537,1528.9580655731593,1630.0466266343988,5026.416982711566
2023-03-22,6.048994013397359,1596.9519042088202,1523.1155952242705,4964.850981090579
2023-03-23,5.668527903165845,1429.4594755826479,1476.2171049838792,5116.050686637622
2023-03-24,1.7362114052802173,1407.5192798599548,1373.2197326904372,4971.729277187499
2023-03-25,4.413941627498134,1416.523363853913,1373.4710964406256,4986.8952725589415
2023-03-26,6.920066092567069,1471.7578700659335,1472.2494116077228,5039.427357884462
2023-03-27,6.377672269101568,1545.5668279041581,1511.3496632400936,5086.489281884927
2023-03-28,7.2929423309102175,1575.0845238660559,1549.4434708484987,5179.7296246840915
2023-03-29,5.514826565729445,1551.8159476911258,1466.679567432215,4933.248895524624
2023-03-30,3.7538250680881764,1445.7468097971337,1534.1152671889588,5204.977932752067
2023-03-31,2.7974230322643603,1387.3127136850044,1562.1452857858408,5056.3655090468465
2023-04-01,4.153135651774819,1491.2854748726315,1431.2890797017021,5149.486792274498
2023-04-02,6.720962181022051,1594.4364983616708,1522.0503977123694,5307.240675666689
2023-04-03,7.89475979339332,1651.8878105499896,1627.5005392032724,5313.766810577325
2023-04-04,8.024777864189092,1622.7798762920238,1749.0744004349324,5288.671392293163
2023-04-05,8.06900579485777,1693.9662442252152,1669.2847131347073,4887.128559956803
2023-04-06,5.37473320897303,1600.8269465396177,1456.2093310806426,5191.865385856466
2023-04-07,5.115029801974914,1468.5544134557501,1540.5553451021378,5113.928160263307
2023-04-08,4.072804074309892,1475.0918289381664,1425.307981022674,5121.425810429711
2023-04-09,8.503250682874247,1592.9129299745882,1579.4613736845818,5281.182328430928
2023-04-10,7.039394967319276,1616.1024925740614,1642.6582008813784,5704.468794135487
2023-04-11,7.030149640476495,1736.8941276635135,1637.6361343720555,5507.741072302092
2023-04-12,6.95563220478383,1644.4974459744203,1629.4468002851022,5519.680405783016
2023-04-13,6.700012487731535,1576.8260710447694,1649.08615563843,5324.8166510113115
2023-04-14,4.154667120343885,1379.648075770556,1487.947297940893,5580.845200079103
2023-04-15,7.534128173652482,1445.067966281297,1450.6995824366952,5575.900550597673
2023-04-16,5.173577890017411,1521.120454850437,1442.4543506341215,5016.72961226856
2023-04-17,7.023951103838576,1683.7352029499068,1611.200505992275,5337.577447585405
2023-04-18,5.962096830242653,1597.849599376722,1600.7515186865842,5510.6332355953145
2023-04-19,6.134512370592102,1533.2784000668157,1547.7223219658397,5546.173160133715
2023-04-20,5.34005810080081,1418.599018357554,1483.2086110247094,5413.870804399803
2023-04-21,2.7909371645976,1419.6656742779878,1438.6703395699362,5079.625364701975
2023-04-22,4.588097013493433,1477.0261505851465,1362.4070473788595,5198.81230614004
2023-04-23,4.494944755254888,1511.9991093219999,1493.224888620255,5545.009023345971
2023-04-24,55.25110610020125,1589.325072426376,1493.933173553187,5773.792622967358
2023-04-25,7.8867806865566825,1688.460679189396,1405.3167760038425,5685.72345245412
2023-04-26,4.3780124987964095,1516.9099231990222,1273.633641341119,4768.747842835772
2023-04-27,3.6944024675075235,1466.5092592559947,1417.038392811232,5228.463495998606
2023-04-28,3.1110168640296574,1427.7934197556517,1308.7077298149927,5157.553666941245
2023-04-29,3.3191532687623577,1505.8154263489223,1414.0879425554085,5030.215420380378
2023-04-30,5.666048063965863,1626.9238154483664,1591.428931238323,5131.798589411477
2023-05-01,7.070507102260499,1581.8280750721563,1691.2471758678491,5187.224366720136
2023-05-02,7.719702482726356,1741.5939972088493,1649.9220440483234,5184.08283913031
2023-05-03,5.972217235091667,1648.9030920781636,1644.3055152937563,5320.969342117405
2023-05-04,6.414407812258131,1593.1216763599218,1487.0152109844353,5354.462585137601
2023-05-05,6.743319109092012,1508.747429914807,1545.3302989549352,5313.066759593685
2023-05-06,5.687881615292687,1407.904185606905,1512.7910108405806,5089.349000101657
2023-05-07,7.434660028026874,1563.6128599634123,1596.1214717996643,4863.493008385988
2023-05-08,6.5692113393489775,1731.252794641089,1652.2292801759202,5106.651459041443
2023-05-09,9.597503333454037,1728.068678918412,1698.2594809246734,5273.777353216266
2023-05-10,7.438190947552306,1660.328691148269,1697.9991960318769,5133.09896268577
2023-05-11,4.505215648424328,1613.10413248747,1585.9224822408983,4982.163905955401
2023-05-12,4.444530158464424,1534.1558149240625,1451.9172734565568,5010.182736202851
2023-05-13,6.005988441156113,1463.2815095890546,1464.2814169510525,5108.666029871141
2023-05-14,7.248176938044771,1541.7305259932384,1517.5318174230003,5245.6124051032475
2023-05-15,6.099016773274724,1724.264114667115,1601.6570208717478,5178.8768219156245
2023-05-16,7.495629066105564,1722.8995092055434,1646.329938980902,5424.516791112688
2023-05-17,7.208885574311331,1610.978351515224,1479.82613657185,5233.710133373944
2023-05-18,4.417397853851206,1476.0118223710267,1417.975943584653,5213.14769863176
2023-05-19,5.048572849755749,1350.033461349317,1454.0890842563176,5146.430829832949
2023-05-20,4.617885063316129,1480.3196581561008,1392.587788705124,5015.466368232022
2023-05-21,4.588499840306277,1152.0655176892506,960.7925209079824,5950.322020058266
2023-05-22,8.247751078695146,1298.9103384789169,1057.253006984956,6192.516799705933
2023-05-23,8.726290503934132,1369.0650367849819,1087.6307996741536,6744.651706013766
2023-05-24,5.37094982197039,1334.9981523451074,1101.5289724157815,6032.517258201782
2023-05-25,3.555928285190575,1192.07595695649,1002.8901359525767,5892.91304274522
2023-05-26,4.229948832880286,1371.4258979433084,912.9358312454399,6194.874901891759
2023-05-27,3.6856955537189924,1427.805571039058,984.9433738168834,6056.6929588462735
2023-05-28,6.778981894998731,1485.2466881500839,1513.4871357888537,5059.8704606037845
2023-05-29,4.474985287112062,1560.0224640412946,1664.1931889310138,5021.6163785019635
2023-05-30,7.696504715737303,1638.3973182502466,1613.8724252883908,4785.366140078444
2023-05-31,5.207082708453843,1578.6665685237233,1674.8261433663156,5503.582298618012
2023-06-01,4.438482929938471,1461.6127763398097,1486.738465960376,4804.392967000806
2023-06-02,3.084748575268396,1552.497474129998,1572.532620635202,4855.257948066022
2023-06-03,4.7970991039511555,1513.0923088309771,1534.7187531885897,5127.541043602068
2023-06-04,5.952416834314862,1656.8401311283421,1830.5394128138616,5030.341619764627
2023-06-05,25.64191674122657,1671.3979537421812,1817.3308251051287,5147.470816964935
2023-06-06,29.96846533657029,1685.423509525856,1812.0346013392004,5528.965267984563
2023-06-07,28.11684485919696,1691.7606963672008,1605.39245812988,4896.716837842398
2023-06-08,6.836552236997203,1585.4487990662974,1647.3239126798267,5448.080916708077
2023-06-09,4.458448001787622,1478.6250228904983,1468.8052984073122,4913.965965423602
2023-06-10,5.725948938765123,1494.2805397637912,1476.569272268862,5132.253032990424
2023-06-11,6.967704777863522,1534.70908646386,1583.4699946582173,5265.916631623215
2023-06-12,7.968523935614316,1625.199147997222,1683.1836270721365,5026.523610289556
2023-06-13,9.076620570077804,1690.8489287607074,1691.4819681788342,5140.454103635053
2023-06-14,7.250283184404318,1636.7218922107547,1658.2012911856407,4914.606872525327
2023-06-15,6.2268410479663245,1608.0347578545607,1514.2940634776255,5025.69204630846
2023-06-16,3.222213098600003,1462.9515488056159,1552.2624459641497,5186.385653581959
2023-06-17,3.083753991478791,1353.7469967671911,1491.3472784143955,4826.502241151454
2023-06-18,5.719407650125904,1537.2044582241226,1509.3326007979115,4865.17248001165
2023-06-19,7.245603908950951,1618.5322533650667,1615.3368886997725,5017.790605741422
2023-06-20,7.19782608812555,1640.3346357316186,1599.372513723243,5161.525882238745
2023-06-21,3.9391355087430755,1537.6029935911047,1446.5711873355172,5455.664897597577
2023-06-22,4.153189688748215,1513.5483413295922,1438.5716759295517,5286.935708533981
2023-06-23,2.7310597376127355,1444.3155171547044,1470.9045346788578,5199.887678950963
2023-06-24,2.8239906491356415,1457.553986331776,1431.9119870039592,5138.609834819434
2023-06-25,5.771536204376346,1549.4760315076883,1564.2049504837491,5068.468931721639
2023-06-26,7.735749652650709,1622.742122065734,1565.6919897314353,5204.494739299115
2023-06-27,9.131384837813442,1692.190326999728,1530.6610139875168,5231.524726449182
2023-06-28,6.60370108670463,1553.2913942833695,1604.1615328705493,5067.047944613437
2023-06-29,5.7604654326605385,1545.2009927139152,1613.5977853977008,5042.155995944669
2023-06-30,3.956400312489612,1446.1660122233343,1414.5491751125924,5052.284418264289
2023-07-01,6.920130025668322,1619.0852285592464,1451.3693905235293,4748.26375252571
2023-07-02,6.403417456448921,1583.4731988370331,1615.127992109337,5584.0035652048755
2023-07-03,7.1700136850389065,1739.382597397317,1720.8130587573514,4851.589681679172
2023-07-04,9.071203192539262,1734.4266372243087,1675.5265022235417,5299.34730943625
2023-07-05,6.464063549733174,1608.9050703120135,1680.6492526056918,5049.808265907165
2023-07-06,5.454510511858002,1595.8734720382915,1500.5336643187607,5099.124758087866
2023-07-07,4.840080118088335,1577.6126221789355,1660.7355834148311,5283.584746399641
2023-07-08,5.264223405108579,1570.1077108372476,1537.4806137297705,5506.933279155501
2023-07-09,5.872334911446891,1596.5199556966377,1615.0861845439863,5446.939943749911
2023-07-10,9.227449643971875,1725.2324799302114,1668.1414551445953,5017.092974666963
2023-07-11,8.281721340604857,1715.448256474802,1775.1569984582827,5328.993690961458
2023-07-12,9.48959966751021,1712.0446103928944,1724.9724472563976,4885.968161736919
2023-07-13,5.014901963739315,1590.1458218739913,1589.0651616873886,5530.660518664559
2023-07-14,5.13423134371728,1583.7085639831046,1519.3802440735612,5302.115470007536
2023-07-15,4.21761864891973,1588.689653860248,1547.0307286481225,5236.932650556837
2023-07-16,9.296611372540124,1569.812614062603,1548.3030776476885,5118.925146218289
2023-07-17,8.964778375603371,1633.3706830092676,1701.9866764390051,5227.3250315475425
2023-07-18,8.178053638701385,1686.3808411121015,1667.4125386110377,4614.258123353085
2023-07-19,6.278663888858404,1538.768831758055,1613.367322214675,5290.042228889155
2023-07-20,4.183958017276697,1470.041225303433,1478.140268266839,5570.895260598093
2023-07-21,3.3248055757433885,1403.2776601614323,1509.3630716821558,5420.514205038513
2023-07-22,2.8241898006963817,1427.7252457849222,1510.022416558309,5289.70435635411
2023-07-23,5.005649305907105,1538.3193198867536,1518.392791321809,5191.612817573873
2023-07-24,6.5318852148399955,1598.3674731090048,1601.2652835525078,5301.370020296388
2023-07-25,6.598903241059216,1707.590876041888,1504.4436095903072,5083.856413690046
2023-07-26,7.854901017723584,1632.7286492112805,1604.419292136493,5345.77601210578
2023-07-27,2.267935848733342,1529.0357826152397,1604.230441949998,4994.439067947704
2023-07-28,3.511226794506762,1483.8893445166436,1443.204209325842,5260.49401055553
2023-07-29,3.5397038385175383,1481.0611561368353,1494.815881471962,5263.122344800736
2023-07-30,7.753878164859937,1564.4297829254858,1566.4993994513695,5567.590790462483
2023-07-31,6.550110831921335,1733.0912633264854,1597.9073525328713,5307.08837331439
2023-08-01,7.870513198345338,1730.0481398995312,1663.1674137343377,5240.1410508737235
2023-08-02,8.989180495289293,1699.5899661839828,1628.9715732266034,5175.732385227347
2023-08-03,5.767815417724396,1665.9468562937986,1434.5051763522702,5571.143998128444
2023-08-04,3.826083876400022,1495.5977565683706,1502.1038168259745,5480.002616460573
2023-08-05,7.541827693667851,1464.2130230766397,1468.1286726021183,5329.375286756777
2023-08-06,7.20544908831195,1613.0538376042896,1651.3775161989884,5158.769349030213
2023-08-07,10.200778101508755,1681.2930168694352,1622.2048280417978,5620.002857954114
2023-08-08,8.831843688733336,1762.5897523790704,1773.47606502915,5282.515768715294
2023-08-09,6.437260557935132,1621.845124115789,1681.6491683865552,5272.067156982326
2023-08-10,6.0076378650382685,1660.5602626624764,1462.5584199799548,5297.215721999936
2023-08-11,5.268895638840172,1667.0364192530665,1516.2521559392715,4739.583680462432
2023-08-12,3.6700841086930716,1563.99606713233,1542.5628923762697,5367.088161079881
2023-08-13,5.612955029503305,1666.9961331548163,1537.9468970284834,5295.681241362769
2023-08-14,7.051453351347913,1620.387125322058,1630.0065660765476,5486.925324959889
2023-08-15,7.295560921711667,1734.0446348221644,1678.9347546479785,5200.323532943119
2023-08-16,5.8583609027539705,1651.549302862738,1519.5172187712826,5313.787917470661
2023-08-17,3.6428422550238393,1588.2711935205311,1565.4882026728585,5015.217727963023
2023-08-18,2.961343500025962,1506.0050518929206,1490.6370058287578,5259.222963412437
2023-08-19,4.026481518788921,1505.3035571868256,1615.766814455546,5063.94143743544
2023-08-20,6.200904005854,1567.4153965302164,1459.9126489263413,5261.0874012584445
2023-08-21,5.8805007529162925,1655.7633727125942,1696.9679521142566,4857.846391667482
2023-08-22,5.667081300085835,1743.3799784888945,1619.860057928659,5008.346303660007
2023-08-23,7.0801319029583,1538.7504032816955,1533.7679031193823,5031.5160711666695
2023-08-24,4.042788391539692,1504.3638027242534,1618.9432047159487,5085.272533859921
2023-08-25,3.904994706219631,1587.1835723228673,1505.3907661388912,4926.6333420686215
2023-08-26,4.732636456575304,1456.4715816492,1466.1780879187106,5193.939666099805
2023-08-27,6.504359692340058,1584.30545562181,1650.4897097578641,5143.592791040475
2023-08-28,7.212225039925139,1777.7018024319955,1715.8080758695312,5031.196348222248
2023-08-29,9.272963428229186,1838.6236939069036,1665.8613917803625,4775.69583591007
2023-08-30,9.623447603520606,1739.574766293703,1596.5935405473253,5025.324409380269
2023-08-31,6.927811410500643,1796.5644648190957,1572.9867725983584,5374.987101223081
2023-09-01,6.365496955591152,1629.0083499432683,1639.3875600371553,5022.706860546536
2023-09-02,6.15307792095415,1702.551333199848,1593.6753425659397,5114.641707336131
2023-09-03,7.964916338027116,1721.304059705613,1668.6721844168187,5063.536071786992
2023-09-04,10.573270724963992,1821.5911217624443,1610.4286009035295,5224.556134288742
2023-09-05,10.076346732232853,1839.2559525621705,1777.8084199336913,4854.385772504761
2023-09-06,9.048481214762365,1773.7356399467533,1676.5966147369372,4480.087453572839
2023-09-07,8.92333959800588,1785.6796126611362,1583.4550242815992,5026.688956481267
2023-09-08,3.955478185305565,1715.0912672698473,1504.1263423292162,5023.232008185094
2023-09-09,6.415133136538258,1720.2162275170874,1610.389281902109,5163.181278694071
2023-09-10,7.938364670471272,1727.5883595857917,1674.670762657518,5072.597664894515
2023-09-11,9.117419078160443,1836.2748250816542,1653.6826185342613,4823.953606029682
2023-09-12,11.664179007330869,1810.5531086423998,1738.6592881390598,4743.866384385364
2023-09-13,8.500076042287628,1844.7115799169349,1669.9188387506968,5368.080418785321
2023-09-14,7.014779263155355,1529.4123116818123,1517.4921134962033,5200.794940107294
2023-09-15,5.34584027563918,1622.1551704543594,1544.3711892922356,4915.193969104813
2023-09-16,3.36222399529205,1685.5616984215587,1460.298809306296,5194.807026730785
2023-09-17,6.987457504514588,1619.0945958636412,1594.654175576,5274.920130918553
2023-09-18,7.433027227869803,1794.2506609027137,1720.7827070670764,4706.053223111115
2023-09-19,10.305049296191179,1812.2729120655622,1691.933742112195,4857.16325538373
2023-09-20,6.871258093507324,1697.990290895966,1666.4624719064614,5013.87530728519
2023-09-21,7.59912506170659,1538.0647175855759,1588.7913128259415,5211.791585395827
2023-09-22,4.771781313671572,1630.6549800748037,1489.5575851694364,5212.177803446606
2023-09-23,3.5621592599790883,1688.236211761631,1511.0137277621207,5042.48883941134
2023-09-24,6.748632403365182,1673.4114903849493,1524.0520842595474,5239.5909203397305
2023-09-25,8.026167139536431,1747.356785986282,1599.1907724064226,4889.574982865045
2023-09-26,7.75247996389439,1797.4825320297268,1596.4780300846655,5280.094124209998
2023-09-27,8.331935622922844,1698.0066203481204,1644.9949997964225,5243.873466071082
2023-09-28,7.7196211974497935,1659.9835357971094,1549.847023266694,5130.652469378057
2023-09-29,6.1065102033789,1546.7290483838872,1626.40573637492,5517.277608631892
2023-09-30,8.725291148391467,1666.1255334473576,1619.3189710432755,5513.042148283995
2023-10-01,7.8145904945926645,1802.8838378362304,1574.8152118045566,5206.022384993593
2023-10-02,10.797519924565606,1729.7578767470459,1756.6111918428549,4940.358163885197
2023-10-03,9.110322274842577,1676.4174653848881,1235.7608177066015,6012.495251798918
2023-10-04,10.34145652232531,1511.701387881481,1168.3546724211578,6391.373622288182
2023-10-05,7.979601714355736,1389.6541536269087,1095.0471444823395,6135.784497230311
2023-10-06,7.31770331692428,1452.2490812744772,1156.4798385574823,6408.271880135089
2023-10-07,8.524736489621388,1415.6537714716062,1078.8335156509718,6591.42188483013
2023-10-08,8.467316341390529,1778.8746148159332,1153.1134803313196,6589.535614222067
2023-10-09,9.864279018886302,1802.4693785430495,1241.0118003038926,6390.056741929892
2023-10-10,9.4304541821422,1875.2905794332464,1618.1059302707679,5559.75892865927
2023-10-11,10.435280705552326,1865.8648787646605,1640.426527982755,4993.452363485512
2023-10-12,7.0962323245666985,1670.4392940058399,1553.218417858749,5411.861771653259
2023-10-13,5.139810266492961,1690.1130796985597,1501.4523988009812,4977.628709790767
2023-10-14,4.786837992973799,1621.015398956794,1618.4669596090303,5260.718574628666
2023-10-15,7.070196654816704,1761.9981968707534,1491.87071145092,5333.279107686095
2023-10-16,8.56273933819657,1772.481142665457,1641.9072628281515,5557.191097497257
2023-10-17,9.421658143781235,1672.7937800114803,1617.0572104496925,5455.876804040495
2023-10-18,7.805900888783771,1735.489776099131,1593.3408104579785,5428.027338165255
2023-10-19,5.787875858691956,1688.3747271192744,1553.9970232426022,5292.0512467682975
2023-10-20,4.142175074122593,1640.342955115642,1452.3516453434618,5547.401924700738
2023-10-21,3.324708406433178,1667.7806062134089,1531.8782578881262,5193.84091533467
2023-10-22,6.704029290971063,1726.8216472166919,1517.3444941747023,5536.6968891529405
2023-10-23,6.487475251488232,1785.800153424044,1641.2069654558684,5402.538590551992
2023-10-24,8.041148176638742,1832.5477301504834,1777.5024753915382,5400.192506891777
2023-10-25,7.741503348137877,1739.7128767443496,1589.1051149116395,5423.078131738979
2023-10-26,6.384231826585246,1701.6198675448848,1624.0591990673374,5265.23595524898
2023-10-27,5.446179414114942,1701.9898265800375,1497.278109446274,5004.367142707446
2023-10-28,3.0530166881714482,1653.2987810125082,1597.738170784956,5343.581840391133
2023-10-29,7.118130684715735,1581.3174216662828,1604.456515569045,5322.481438224297
2023-10-30,10.936858806177106,1813.6173738579728,1816.2298688969684,5910.660009856747
2023-10-31,8.73797122380522,1725.9681886669243,1742.011995445348,5194.306001636598
2023-11-01,9.390275670784465,1722.4615729986758,1605.2374098897837,5124.987657992514
2023-11-02,5.008549596044929,1636.8690011673216,1614.8488088685785,5495.22030234449
2023-11-03,7.40037710770169,1678.8475721476425,1598.685839124241,5237.035854445654
2023-11-04,5.676357196419186,1679.62205670402,1630.1490328224245,5285.576747450895
2023-11-05,6.707212345397411,1720.9527981043786,1641.7336719588932,5411.480919693502
2023-11-06,10.510831786458617,1769.15104157308,1569.785197838944,5492.010869556728
2023-11-07,10.662219673754985,1712.7403481475797,1711.14201909638,5293.594846603599
2023-11-08,6.001437203140034,1831.5924319584312,1814.884785277745,5330.5367939378675
2023-11-09,6.735091498553527,1612.2764815674673,1599.9618163801395,5041.752414362885
2023-11-10,6.583876329669327,1586.7164248362799,1531.068245644787,5311.474283974155
2023-11-11,3.489284224962522,1646.445939249348,1599.5524946705436,5094.481747280684
2023-11-12,7.116632953886493,1736.1887239409073,1607.816841868871,5097.274696635819
2023-11-13,8.020344357156034,1708.0833866696964,1706.2983169559768,5254.098442558491
2023-11-14,7.950275994074729,1749.164360918565,1555.16040807583,4929.9609720510925
2023-11-15,6.253359459306214,1648.4516328290338,1662.1617368574857,5245.969176067509
2023-11-16,4.428656287678566,1537.3100899818548,1598.6169690112322,5290.537814563655
2023-11-17,4.197445871251625,1515.8340194993023,1362.051788626014,5075.498868743519
2023-11-18,4.240769320197626,1536.417691711337,1431.4844743224999,5181.635468013435
2023-11-19,4.212522333060553,1587.6487122971268,1546.979584141721,5065.021763587922
2023-11-20,7.441517018367495,1648.4496288960875,1684.7158610464214,5219.7889073902825
2023-11-21,6.746634526101289,1750.3358598968796,1723.924293914542,5473.883089181003
2023-11-22,6.44041801122125,1706.0157706384662,1573.2838803138002,5265.716072619536
2023-11-23,5.94327449298453,1578.6976360245628,1562.8582383442927,4939.532727706315
2023-11-24,2.3693889196419673,1548.513864599989,1554.8077216764,5089.603164067562
2023-11-25,4.63497903950438,1613.7773809236198,1592.2713557052323,5022.203864270068
2023-11-26,7.007983090609788,1561.5033705476171,1628.4084972859687,4929.573226482113
2023-11-27,8.603417395315754,1715.5819928479075,1758.395367497724,5174.506443548058
2023-11-28,8.534139359308085,1757.6313593464201,1855.7355648567848,5012.084279830384
2023-11-29,8.889300952608659,1728.9980033664385,1577.992700208144,5107.3986549336805
2023-11-30,6.900427352231181,1656.8191175883849,1702.5069977894946,5087.895470251408
2023-12-01,5.485446763205613,1664.8958818185085,1512.4144807147654,5373.510079209535
2023-12-02,4.297323622099257,1652.1504826377968,1670.2045465971967,5022.463641441841
2023-12-03,7.552575963231333,1729.71943748602,1636.8896824276596,5118.474052172773
2023-12-04,9.9711459938466,1913.8379623799763,1758.6640527814,5095.71237145808
2023-12-05,10.261554048700035,1848.6415422098376,1909.1799521903552,5541.793603386851
2023-12-06,9.810773399036057,1861.7779636370599,1864.4608031893636,5130.113185112069
2023-12-07,6.899225738419882,1629.2566017866525,1665.0997691706502,5527.263883846793
